0	0	1	0	0
2	0	3	0	0
4	0	5	0	0
6	1	7	0	0
8	0	9	0	0
10	0	11	0	0
12	1	13	0	0
14	1	15	0	0
16	1	17	0	0
18	0	19	0	0
11	1	0	1	0
13	1	4	1	0
7	1	12	1	0
15	0	16	1	0
17	1	6	1	0
9	1	2	1	0
5	1	18	1	0
19	0	10	1	0
1	0	14	1	0
3	0	8	1	0
11	1	4	2	0
13	2	6	2	0
9	0	16	2	0
5	0	14	2	0
15	1	0	2	0
3	0	12	2	0
17	0	2	2	0
1	1	18	2	0
19	1	8	2	0
7	1	10	2	0
2	1	5	3	0
10	1	3	3	0
4	0	19	3	0
12	1	11	3	0
8	2	15	3	0
16	1	13	3	0
0	0	17	3	0
18	2	9	3	0
14	1	7	3	0
6	1	1	3	0
17	1	7	4	0
19	1	11	4	0
18	1	8	4	0
4	0	0	4	0
5	1	10	4	0
13	0	2	4	0
16	0	12	4	0
3	1	9	4	0
1	1	15	4	0
6	0	14	4	0
8	1	5	5	0
2	1	4	5	0
15	0	13	5	0
0	2	6	5	0
11	1	3	5	0
7	1	1	5	0
10	1	18	5	0
14	1	16	5	0
9	0	17	5	0
12	1	19	5	0
19	1	9	6	0
1	1	8	6	0
5	0	11	6	0
3	1	14	6	0
16	1	7	6	0
6	0	12	6	0
17	1	15	6	0
18	1	2	6	0
13	0	0	6	0
4	0	10	6	0
15	1	3	7	0
8	0	4	7	0
12	2	1	7	0
11	1	18	7	0
2	2	19	7	0
9	2	5	7	0
14	1	17	7	0
7	1	13	7	0
10	2	6	7	0
0	2	16	7	0
2	1	14	8	0
12	1	0	8	0
4	0	16	8	0
6	1	9	8	0
1	1	17	8	0
5	1	15	8	0
3	2	19	8	0
18	1	7	8	0
10	2	8	8	0
11	1	13	8	0
13	1	1	9	0
7	0	3	9	0
19	2	5	9	0
8	2	2	9	0
9	2	11	9	0
17	1	12	9	0
14	1	18	9	0
0	1	10	9	0
15	2	4	9	0
16	0	6	9	0
11	1	16	10	0
1	2	9	10	0
4	1	3	10	0
6	2	8	10	0
13	2	19	10	0
0	0	14	10	0
7	1	15	10	0
10	2	2	10	0
5	1	17	10	0
12	1	18	10	0
17	2	13	11	0
14	1	12	11	0
19	2	7	11	0
9	0	10	11	0
15	1	6	11	0
8	0	11	11	0
16	1	1	11	0
3	2	5	11	0
18	1	4	11	0
2	1	0	11	0
13	1	5	12	0
14	1	8	12	0
15	2	9	12	0
1	1	11	12	0
17	2	19	12	0
12	1	10	12	0
0	0	18	12	0
16	1	3	12	0
6	1	4	12	0
7	2	2	12	0
5	2	0	13	0
19	2	15	13	0
4	0	12	13	0
9	1	7	13	0
18	2	6	13	0
2	2	16	13	0
8	0	13	13	0
10	0	17	13	0
11	0	14	13	0
3	1	1	13	0
5	1	1	14	0
19	1	14	14	0
8	1	0	14	0
3	0	13	14	0
9	0	12	14	0
18	2	17	14	0
2	1	15	14	0
11	1	6	14	0
10	2	16	14	0
4	1	7	14	0
13	1	9	15	0
7	2	5	15	0
14	2	10	15	0
15	2	18	15	0
1	2	4	15	0
16	0	8	15	0
12	0	2	15	0
6	2	3	15	0
0	2	19	15	0
17	0	11	15	0
15	1	10	16	0
6	1	5	16	0
17	1	3	16	0
16	1	19	16	0
14	1	4	16	0
1	0	2	16	0
12	1	8	16	0
0	1	9	16	0
13	1	18	16	0
7	2	11	16	0
18	0	16	17	0
3	2	0	17	0
9	2	14	17	0
10	2	13	17	0
8	1	7	17	0
11	1	15	17	0
19	1	1	17	0
5	1	12	17	0
4	1	17	17	0
2	1	6	17	0
5	2	16	18	0
9	1	4	18	0
7	2	0	18	0
19	1	6	18	0
1	2	10	18	0
3	2	18	18	0
17	1	8	18	0
13	2	14	18	0
15	0	12	18	0
11	1	2	18	0
14	1	5	19	0
8	0	19	19	0
12	1	3	19	0
4	0	11	19	0
0	2	15	19	0
10	1	7	19	0
2	0	17	19	0
18	2	1	19	0
16	1	9	19	0
6	0	13	19	0
9	0	8	20	0
13	2	12	20	0
3	0	2	20	0
19	1	18	20	0
17	1	16	20	0
15	2	14	20	0
5	1	4	20	0
1	1	0	20	0
11	2	10	20	0
7	2	6	20	0
18	1	5	21	0
10	1	19	21	0
8	0	3	21	0
4	0	13	21	0
12	1	7	21	0
14	1	1	21	0
6	2	17	21	0
16	2	15	21	0
0	0	11	21	0
2	2	9	21	0
10	1	1	22	0
4	2	9	22	0
8	2	17	22	0
0	1	7	22	0
16	1	5	22	0
2	2	11	22	0
14	1	13	22	0
6	2	19	22	0
12	1	15	22	0
18	1	3	22	0
15	2	8	23	0
5	0	2	23	0
9	2	18	23	0
3	0	10	23	0
7	0	14	23	0
19	1	4	23	0
11	0	12	23	0
1	2	6	23	0
17	1	0	23	0
13	2	16	23	0
13	1	8	24	0
17	1	10	24	0
0	2	5	24	0
7	1	9	24	0
15	1	19	24	0
12	1	4	24	0
6	1	18	24	0
1	2	3	24	0
16	2	2	24	0
14	1	11	24	0
19	1	0	25	0
18	1	15	25	0
2	2	12	25	0
8	1	16	25	0
9	1	13	25	0
4	2	1	25	0
5	1	7	25	0
3	2	6	25	0
10	1	14	25	0
11	1	17	25	0
5	1	13	26	0
2	1	7	26	0
19	2	17	26	0
18	1	0	26	0
3	0	16	26	0
8	0	14	26	0
9	1	15	26	0
11	1	1	26	0
10	1	12	26	0
