1001947	2001866
1002386	1002297
1001929	1001929
2001602	1001920
2000330	1000174
2001454	1001673
1000380	1000380
2000985	1000763
1002827	1002827
1001515	2001746
2000375	1000256
1000551	1000551
2000068	2000068
1000228	2000046
2001884	1002265
1001505	1001505
1001454	1001454
1001211	1001047
2001249	2001249
2000234	2000234
1001199	1001199
1001712	2001544
1000496	1000459
1000789	2000710
1000748	1000748
2001330	2001330
2000390	1000554
2001007	1000832
1002700	2001969
1002074	1002134
2000931	1001232
1000221	2000089
2000653	2000653
2001933	1002530
1001913	1001228
1002408	1002719
1002826	2001515
2001598	2001598
1002409	1000660
2000870	2000870
1001206	2000893
1000131	1000770
1002353	2001312
2001178	1001377
2001935	2001935
1000403	1000403
2000798	2000798
1002046	1002046
2000871	1000876
2000461	1000145
1002653	1002653
1000272	1000272
2001004	1001030
2000732	2000732
1001948	1001948
2002031	1002829
1001342	1001847
1001137	2001466
1001499	1001499
2000070	1000088
2000313	2000313
2001017	1001126
1002125	1002125
1000210	1000210
2000489	2000489
1001842	1000802
1002025	1002025
1001566	1001566
1000371	2000302
1001148	1001148
2001286	1001584
1002176	1001746
2000435	2000435
1000824	2000657
2001349	2001349
1000688	2000026
1002770	1002770
1000972	2000872
2000411	1000209
2000084	2000084
2000282	1000127
2000378	2000378
2001169	1001405
2001103	1001308
2000321	2000321
2001282	1002502
2000169	1002098
1001568	1001568
2000395	2000395
1000797	2001022
2000796	1000941
2001749	1002084
1002630	2001937
1000965	2000701
2001824	1002254
1002268	1002704
2001345	1001523
2001488	2001488
2001350	2001350
1001139	2000914
1000889	1000889
2001114	1001469
2000275	2000275
1001661	1001661
2001955	2001473
2000173	1000193
1001641	2001223
1002746	1002677
2001772	2001772
2002138	2002138
2001808	2001808
2000213	1000131
1000635	1000635
1000100	1000138
1001945	2001601
2000895	1001269
2000618	1000680
1001655	1002009
1000921	2001901
1002275	2001886
1000554	2000545
2001694	2001694
2000215	1000540
2000326	1000566
1002723	1002723
2001862	2001862
2001907	2001907
2000763	1000952
1002663	2002091
2000807	1000905
1000317	1000317
1000820	2000557
2001285	1002252
2000897	2000753
2000174	1000481
2001876	1002637
1000396	1000396
1000843	1000843
1000818	2000589
1002244	2001716
2000311	2000311
2001110	2000763
1000209	1000209
2000996	2000996
2001354	2000950
1002752	2000660
1001962	2001614
1002340	1002340
1001597	1001597
2000246	2000246
1002205	1002205
1002040	1000946
1000072	1000072
1001504	1001504
1000965	2000528
1000025	2000223
2000754	2000754
2001318	1001678
1002542	1002323
2000008	1000124
2001167	2001167
1002100	1002100
2000093	2000093
2000774	1000475
2000512	2000512
1000905	2000298
2001830	2001830
2000675	2000675
2002018	2000962
1002017	2001561
2000747	2000747
2000578	2000578
2000738	2000738
1000865	2000731
2000714	2001035
1001133	1001133
1000056	2000105
2000517	2000517
1001850	1001850
2001027	2000117
2000884	1001118
2001435	2001435
2000920	2000920
1000341	2000848
2002088	2002088
1000035	1000035
1000320	1000613
1000096	2000437
2000292	1000009
2001501	1002209
2001553	1001216
1000359	1000317
1001494	1001494
1000265	2000537
1001169	2000944
2000685	1002485
2000707	1000846
2001402	2001402
2000243	2000243
1001674	2000708
2000392	2000392
2000949	2000949
1000262	1000262
2000972	1000236
1000455	1000455
1000819	1000819
1001554	1001554
1001115	1001115
1002515	1002515
2001180	2001180
2000793	2001874
1001987	1001987
2001457	1002226
2000355	2000355
2000501	1000051
2000359	1000248
1002418	1002418
2000888	1001773
1001602	2001236
1000115	1000115
1001769	1001769
1000825	2000687
1001805	1001805
1000770	1000554
2000070	2000070
1001667	1001667
2001867	1002101
1001564	1001519
1001654	1001654
1001781	1001781
2000919	1001124
1000799	1000799
1000896	2000750
1001053	1001053
2000711	1000751
1001750	2001160
1000816	1000816
2000354	1001194
2001288	2001288
1000524	2000153
2001154	1001430
1001727	1001727
2001282	2001947
2000742	2000742
1001080	1000665
2000513	2000513
1001683	1001683
1002095	1002095
1002042	2001592
1000651	1000651
1000600	1000600
2001222	1001647
1002516	1002516
2000164	2000164
1001652	1001652
2002012	2002012
1001713	2001380
2000731	1000865
2000540	2000540
2000447	2000447
1002824	1002824
2000569	1000787
2001471	1001891
1000457	2000427
1002033	1001616
2000900	2000900
2001153	2001153
1002801	1002801
2000417	1000224
2001930	1002417
2001208	2000491
1002565	2001958
1002344	2001814
1000624	1000624
2001701	1002088
2000107	1000306
1000681	2001075
1000036	1000569
1000693	1000817
2001914	2001953
2002036	2002036
2001848	1001106
2001953	1002552
2000937	2000737
1000798	2002128
2000960	2001221
1001180	1001180
2001565	2001565
1001728	1001728
2000102	2000102
1000286	2000178
1002712	2002096
1000187	1000187
2000681	1000911
1000626	2000728
2000273	2000273
1001213	1000130
1001602	1001602
2000085	2000085
2001121	2000948
1002588	1002588
2001527	2001527
2000762	1000911
1002123	1001404
2000481	1001002
2000620	2000620
1002234	1002234
1000912	2000785
2001220	2001220
1002788	1002788
1000248	1000248
1000965	1000698
2001306	2000023
2000038	1000372
1001156	2000937
2001569	1000649
2001911	2000748
1000221	1000221
1002254	1002660
2001626	2001626
1000970	2000744
1000767	2000864
2000299	2000299
2001455	2001455
2000576	2000576
1001428	2001121
2000847	1000990
1001223	1001223
1000254	2000185
1000966	2000730
1002057	1001216
2000235	1000059
1000166	1000688
1002420	1002420
2001974	2001974
2000405	1000138
1000306	1000306
2002025	2001496
1000330	2002076
1000330	2000111
2000284	2000284
1002658	2002104
1001738	1001738
2000511	2000511
1002655	1001447
1001942	1001068
1000376	2000059
1001455	2001201
2001897	1002545
2001216	1002032
2000814	1000473
2001303	1001750
1001021	2000738
1000707	1000707
1001631	2001422
1000974	1000974
1000913	1002635
1001802	2001814
2000358	1000050
1000876	1000876
2001459	2001459
2001000	2001000
1001049	2001193
1002826	1001990
1001670	2001341
1000144	1000144
1000475	1000949
1001275	2000894
1000777	1000777
2000863	1000775
1001974	1001974
1001467	2001389
1000482	1000482
2002114	2002114
2001760	2001760
1000910	2000812
1002637	2002060
1001166	1001166
1000514	1000514
1002596	2001980
