2001449	2001449	1.0
2001379	1001786	1.0
1001432	2000495	0.25
1002142	1002142	1.0
1000805	2000345	0.25
2000905	2000905	1.0
1000434	1000434	1.0
1001991	2001510	1.0
2000090	2000090	1.0
2001727	2001727	1.0
1001997	1002626	0.0
1001112	2000992	0.9166666666666666
2000076	1001197	0.2272727272727273
2001170	2001170	1.0
1000469	1000469	1.0
2001808	2001008	0.26086956521739135
1002503	1002503	1.0
2000161	2000502	0.23529411764705888
1000456	1000456	1.0
1001083	1001297	0.07692307692307687
2000402	1000142	1.0
1002434	2002082	0.1333333333333333
2001370	2001370	1.0
1001606	2001305	0.5172413793103448
2001120	1001332	1.0
1001407	1001407	1.0
2001427	2001427	1.0
1001034	2001039	0.23529411764705888
1001743	1001743	1.0
2001743	1001092	0.16666666666666663
2001010	1001090	1.0
2001970	1002555	0.5625
1000536	2000233	1.0
2001525	2001525	1.0
2000658	1000726	1.0
2001941	2001941	1.0
1002133	1002133	1.0
1000429	1000429	1.0
2002036	2001311	0.10526315789473684
1002122	1002122	1.0
1000439	1000439	1.0
1001460	2001455	0.0
2001191	2001191	1.0
1001194	2000354	0.11111111111111116
1001718	2001755	0.36363636363636365
1000301	1000301	1.0
1001143	1001143	1.0
2000212	1000453	0.23076923076923073
2001474	2001474	1.0
1001780	1001780	1.0
2001794	1001530	0.1428571428571429
2001235	1001661	0.8181818181818181
2001903	1002617	1.0
1001343	1002212	0.6666666666666667
1001192	2001497	0.1428571428571429
1001918	1000890	0.19999999999999996
2001156	2001156	1.0
2000886	2000886	1.0
1000035	2000442	1.0
2001316	1001513	1.0
1001242	1001242	1.0
1001734	2001430	1.0
1001356	1001356	1.0
2001723	2001723	1.0
2001100	2001100	1.0
2000721	2000721	1.0
2001290	1001546	1.0
2000569	1000925	0.1785714285714286
2002082	1002823	0.6428571428571428
2000353	2000353	1.0
1000448	1000448	1.0
1000518	1000518	1.0
2000767	1000042	0.15384615384615385
2000593	2000593	1.0
1002198	1002198	1.0
2000292	1000009	1.0
1002593	1002593	1.0
2001368	1001142	0.0625
1002249	2001865	1.0
1001308	2001103	1.0
1002242	1002242	1.0
1001338	1000018	0.23076923076923073
2001936	1002485	1.0
1000036	1000569	0.41666666666666663
1000516	1000516	1.0
1000590	2000377	1.0
2002136	2002136	1.0
1002029	1001605	0.1428571428571429
2001623	2001623	1.0
1000827	2000495	1.0
2000120	1000378	1.0
2001848	1002278	1.0
1001886	1001886	1.0
2000248	2000248	1.0
2001481	2001481	1.0
1002244	1002244	1.0
1001458	1002331	0.23529411764705888
2000026	1000688	0.125
2001953	1001093	0.08333333333333337
2001697	2001697	1.0
2001470	1001757	1.0
1001453	2001197	1.0
2000201	1000083	1.0
2001876	1002548	0.09090909090909094
1001784	1001784	1.0
1002728	1001754	0.23076923076923073
1002637	2002060	0.2272727272727273
2002050	2001056	0.2666666666666667
1000972	1000971	0.6153846153846154
1001051	2001324	1.0
1001187	2001025	0.75
2000007	1000575	0.08695652173913049
2001809	1002260	1.0
1002401	1002404	0.6875
2001232	1001501	1.0
1000791	1000791	1.0
2001566	2000587	0.23076923076923073
1000532	2000162	1.0
1000197	2000072	1.0
1002023	1002023	1.0
1000885	2000811	1.0
1002258	2001776	0.23529411764705888
2001664	1002086	0.3589743589743589
1000587	2000234	1.0
2001103	1001308	1.0
2000646	1000806	1.0
2000855	1000976	0.75
1000880	1000880	1.0
2000243	2000243	1.0
1002323	1002542	0.125
1002086	1002086	1.0
1001315	1002039	0.18181818181818177
1000666	1001716	0.1333333333333333
2002001	1002496	1.0
2000701	1000698	1.0
2001566	1002000	1.0
2001002	2001002	1.0
2000128	1000165	1.0
1002747	2002111	1.0
1001050	2001354	0.06666666666666665
1001716	2001662	0.1875
2000336	2000199	0.1333333333333333
2001901	2001901	1.0
2000461	2000461	1.0
1001967	2001607	0.9166666666666666
1000597	1000597	1.0
2001421	2001079	0.16666666666666663
1001761	1001761	1.0
2001638	2001638	1.0
1000601	1000601	1.0
2001710	2001710	1.0
2000467	1000450	1.0
1000059	1000059	1.0
2000167	1000527	1.0
2001904	1002539	1.0
1001939	2001547	1.0
1001175	2000986	1.0
1000546	1000546	1.0
2001039	1001034	0.23529411764705888
1000931	1000931	1.0
2001169	1001405	1.0
2002121	1002775	1.0
1002147	1002619	0.16666666666666663
2001367	1001784	1.0
2000525	2000525	1.0
1001103	1001103	1.0
2001902	2001902	1.0
1001140	2000924	1.0
2001574	2001574	1.0
1001189	2000899	0.9333333333333333
1000660	1002409	0.1875
1001205	1000811	0.3571428571428571
2000352	1000538	0.21212121212121215
1002061	1001720	0.11111111111111116
2001162	1000754	0.2068965517241379
1001401	1001401	1.0
2000873	2000873	1.0
2001725	1002134	1.0
2001347	2001347	1.0
1002048	1002048	1.0
1000770	1000770	1.0
1002179	2001663	1.0
1000006	1000006	1.0
1000276	2000165	1.0
2000913	2000913	1.0
1000896	1000615	0.16666666666666663
2002053	2002053	1.0
2001497	2001497	1.0
2000857	2000857	1.0
2000295	2000295	1.0
1001516	1000918	0.0
1000330	1000330	1.0
1000548	1000548	1.0
2001367	2001367	1.0
1001524	1001524	1.0
1000413	1000413	1.0
1001571	1001571	1.0
1000508	2000209	0.7692307692307692
2000585	1002082	0.1515151515151515
2002015	2002015	1.0
1002340	2001932	0.15384615384615385
1001559	1001559	1.0
1001294	2000107	0.21052631578947367
