0	0	1	0	0
2	0	3	0	0
4	0	5	0	0
6	1	7	0	0
8	0	9	0	0
10	1	11	0	0
12	1	13	0	0
14	0	15	0	0
16	0	17	0	0
18	1	19	0	0
9	1	2	1	0
15	0	0	1	0
11	1	4	1	0
13	1	6	1	0
7	1	10	1	0
19	0	12	1	0
5	1	16	1	0
17	0	8	1	0
3	0	18	1	0
1	1	14	1	0
9	1	4	2	0
5	0	18	2	0
1	0	12	2	0
15	0	10	2	0
3	1	16	2	0
13	0	14	2	0
19	1	2	2	0
11	2	6	2	0
17	1	0	2	0
7	1	8	2	0
18	1	7	3	0
14	1	5	3	0
0	2	19	3	0
16	2	1	3	0
2	0	13	3	0
6	1	3	3	0
12	1	11	3	0
8	1	15	3	0
4	0	17	3	0
10	1	9	3	0
16	1	0	4	0
6	0	18	4	0
3	1	19	4	0
13	1	7	4	0
17	1	9	4	0
5	1	8	4	0
11	0	14	4	0
12	0	10	4	0
15	1	1	4	0
4	0	2	4	0
0	1	5	5	0
10	1	17	5	0
19	0	11	5	0
2	2	6	5	0
18	1	12	5	0
14	1	4	5	0
8	1	16	5	0
1	0	13	5	0
7	1	3	5	0
9	1	15	5	0
17	1	1	6	0
4	0	8	6	0
11	0	2	6	0
16	1	14	6	0
13	1	19	6	0
12	1	7	6	0
15	1	18	6	0
5	0	9	6	0
6	0	10	6	0
3	1	0	6	0
7	1	11	7	0
0	0	4	7	0
10	2	3	7	0
9	1	16	7	0
8	2	6	7	0
1	2	5	7	0
18	1	13	7	0
14	2	17	7	0
2	2	12	7	0
19	1	15	7	0
14	1	18	8	0
5	1	19	8	0
15	2	17	8	0
16	1	7	8	0
3	1	13	8	0
6	1	1	8	0
4	0	12	8	0
10	1	2	8	0
8	2	0	8	0
9	1	11	8	0
11	1	3	9	0
7	0	15	9	0
19	2	4	9	0
12	0	6	9	0
1	2	9	9	0
2	1	8	9	0
18	1	16	9	0
17	2	5	9	0
13	1	10	9	0
0	2	14	9	0
4	1	15	10	0
7	1	19	10	0
8	2	14	10	0
3	2	1	10	0
10	1	16	10	0
11	2	17	10	0
5	1	13	10	0
2	0	18	10	0
6	2	0	10	0
9	1	12	10	0
16	1	4	11	0
17	2	7	11	0
12	1	3	11	0
0	0	9	11	0
19	1	6	11	0
1	0	8	11	0
18	1	10	11	0
14	1	2	11	0
15	2	5	11	0
13	2	11	11	0
2	0	16	12	0
10	1	8	12	0
3	1	9	12	0
19	2	1	12	0
18	1	0	12	0
7	2	14	12	0
11	1	5	12	0
6	1	4	12	0
12	1	15	12	0
13	2	17	12	0
16	2	6	13	0
4	0	10	13	0
1	1	7	13	0
15	1	3	13	0
14	2	12	13	0
0	0	11	13	0
8	0	13	13	0
9	0	18	13	0
17	2	19	13	0
5	2	2	13	0
5	1	3	14	0
4	1	7	14	0
8	2	12	14	0
14	1	19	14	0
16	2	13	14	0
1	0	10	14	0
9	1	6	14	0
0	1	2	14	0
17	1	18	14	0
15	0	11	14	0
11	1	1	15	0
2	2	17	15	0
18	2	8	15	0
19	2	16	15	0
3	2	4	15	0
12	0	0	15	0
10	0	14	15	0
13	0	9	15	0
6	2	15	15	0
7	2	5	15	0
2	1	1	16	0
19	1	8	16	0
3	0	14	16	0
6	1	5	16	0
13	1	15	16	0
12	1	17	16	0
18	1	4	16	0
7	2	9	16	0
10	1	0	16	0
11	1	16	16	0
14	1	6	17	0
16	0	12	17	0
5	1	10	17	0
17	1	3	17	0
9	1	19	17	0
8	2	11	17	0
0	1	7	17	0
1	2	18	17	0
15	2	2	17	0
4	1	13	17	0
19	0	10	18	0
3	2	8	18	0
13	1	0	18	0
15	2	16	18	0
9	1	14	18	0
1	1	4	18	0
7	2	2	18	0
5	2	12	18	0
17	1	6	18	0
11	2	18	18	0
10	1	15	19	0
4	0	9	19	0
2	2	19	19	0
14	0	13	19	0
6	0	11	19	0
8	1	7	19	0
18	1	5	19	0
16	2	3	19	0
12	1	1	19	0
0	0	17	19	0
9	2	8	20	0
7	2	6	20	0
3	1	2	20	0
5	1	4	20	0
19	2	18	20	0
13	1	12	20	0
17	1	16	20	0
15	0	14	20	0
11	2	10	20	0
1	0	0	20	0
8	1	17	21	0
0	0	15	21	0
16	1	5	21	0
18	1	3	21	0
10	1	7	21	0
12	2	19	21	0
2	0	9	21	0
6	2	13	21	0
14	2	1	21	0
4	0	11	21	0
6	2	17	22	0
12	1	5	22	0
2	1	7	22	0
0	2	13	22	0
4	2	1	22	0
14	2	9	22	0
10	1	19	22	0
18	1	11	22	0
16	1	15	22	0
8	1	3	22	0
3	2	6	23	0
5	0	14	23	0
13	1	2	23	0
1	2	16	23	0
15	0	8	23	0
7	0	18	23	0
17	1	4	23	0
9	0	10	23	0
11	2	12	23	0
19	2	0	23	0
18	1	9	24	0
11	1	0	24	0
12	2	14	24	0
3	2	15	24	0
6	1	16	24	0
10	1	4	24	0
19	1	17	24	0
7	1	1	24	0
2	2	5	24	0
13	1	8	24	0
8	1	18	25	0
16	1	19	25	0
14	2	10	25	0
0	1	12	25	0
1	1	11	25	0
17	1	2	25	0
5	1	7	25	0
15	2	6	25	0
4	2	3	25	0
9	1	13	25	0
14	1	7	26	0
15	0	12	26	0
17	2	13	26	0
5	1	11	26	0
16	1	2	26	0
1	1	19	26	0
0	0	18	26	0
9	1	3	26	0
8	1	10	26	0
