4820,472,Liverpool FC,Leeds United,-:-,2021/2022,19
4851,472,Newcastle United,Manchester United,-:-,2021/2022,19
4822,472,Burnley FC,Everton FC,-:-,2021/2022,19
4821,472,Wolverhampton Wanderers,Watford FC,-:-,2021/2022,19
4874,473,Manchester United,Burnley FC,-:-,2021/2022,20
4864,473,Everton FC,Newcastle United,-:-,2021/2022,20
4863,473,Brentford FC,Manchester City,-:-,2021/2022,20
4862,473,Chelsea FC,Brighton & Hove Albion,-:-,2021/2022,20
4861,473,Leicester City,Liverpool FC,-:-,2021/2022,20
4849,473,Watford FC,West Ham United,-:-,2021/2022,20
4848,473,Southampton FC,Tottenham Hotspur,-:-,2021/2022,20
4847,473,Crystal Palace,Norwich City,-:-,2021/2022,20
4836,473,Arsenal FC,Wolverhampton Wanderers,-:-,2021/2022,20
4850,473,Leeds United,Aston Villa,-:-,2021/2022,20
4855,474,Arsenal FC,Manchester City,-:-,2021/2022,21
4880,474,Manchester United,Wolverhampton Wanderers,-:-,2021/2022,21
4878,474,Chelsea FC,Liverpool FC,-:-,2021/2022,21
4877,474,Leeds United,Burnley FC,-:-,2021/2022,21
4876,474,Southampton FC,Newcastle United,-:-,2021/2022,21
4875,474,Everton FC,Brighton & Hove Albion,-:-,2021/2022,21
4870,474,Brentford FC,Aston Villa,-:-,2021/2022,21
4868,474,Leicester City,Norwich City,-:-,2021/2022,21
4869,474,Crystal Palace,West Ham United,-:-,2021/2022,21
4867,474,Watford FC,Tottenham Hotspur,-:-,2021/2022,21
4902,475,Norwich City,Everton FC,-:-,2021/2022,22
4903,475,Burnley FC,Leicester City,-:-,2021/2022,22
4897,475,Liverpool FC,Brentford FC,-:-,2021/2022,22
4896,475,Manchester City,Chelsea FC,-:-,2021/2022,22
4908,475,Wolverhampton Wanderers,Southampton FC,-:-,2021/2022,22
4909,475,Newcastle United,Watford FC,-:-,2021/2022,22
4918,475,Aston Villa,Manchester United,-:-,2021/2022,22
4927,475,West Ham United,Leeds United,-:-,2021/2022,22
4940,475,Tottenham Hotspur,Arsenal FC,-:-,2021/2022,22
4892,475,Brighton & Hove Albion,Crystal Palace,-:-,2021/2022,22
4888,476,Leicester City,Brighton & Hove Albion,-:-,2021/2022,23
4898,476,Chelsea FC,Tottenham Hotspur,-:-,2021/2022,23
4893,476,Southampton FC,Manchester City,-:-,2021/2022,23
4889,476,Manchester United,West Ham United,-:-,2021/2022,23
4885,476,Leeds United,Newcastle United,-:-,2021/2022,23
4894,476,Crystal Palace,Liverpool FC,-:-,2021/2022,23
4882,476,Arsenal FC,Burnley FC,-:-,2021/2022,23
4884,476,Brentford FC,Wolverhampton Wanderers,-:-,2021/2022,23
4881,476,Everton FC,Aston Villa,-:-,2021/2022,23
4879,476,Watford FC,Norwich City,-:-,2021/2022,23
4886,477,Brighton & Hove Albion,Chelsea FC,-:-,2021/2022,24
4915,477,Liverpool FC,Leicester City,-:-,2021/2022,24
4901,477,Tottenham Hotspur,Southampton FC,-:-,2021/2022,24
4900,477,Newcastle United,Everton FC,-:-,2021/2022,24
4895,477,West Ham United,Watford FC,-:-,2021/2022,24
4891,477,Burnley FC,Manchester United,-:-,2021/2022,24
4890,477,Aston Villa,Leeds United,-:-,2021/2022,24
4883,477,Wolverhampton Wanderers,Arsenal FC,-:-,2021/2022,24
4887,477,Norwich City,Crystal Palace,-:-,2021/2022,24
4907,477,Manchester City,Brentford FC,-:-,2021/2022,24
4911,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4945,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4930,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4920,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4912,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4946,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4921,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4905,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4904,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4899,478,Brentford FC,Crystal Palace,-:-,2021/2022,25
4944,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4943,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4942,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4941,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4929,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4928,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4966,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4919,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4957,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4910,479,Arsenal FC,Brentford FC,-:-,2021/2022,26
4932,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4922,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4923,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4949,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4948,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4914,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4913,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4947,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4931,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4906,480,Brighton & Hove Albion,Aston Villa,-:-,2021/2022,27
4959,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4952,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4951,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4950,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4935,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4916,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4924,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4925,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4933,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4934,481,Newcastle United,Brighton & Hove Albion,-:-,2021/2022,28
4965,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4955,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4963,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4956,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4926,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4938,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4964,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4939,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4917,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4937,482,Brighton & Hove Albion,Liverpool FC,-:-,2021/2022,29
4969,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4977,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4974,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4968,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4973,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4976,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4978,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4979,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4967,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4958,483,Aston Villa,Arsenal FC,-:-,2021/2022,30
4954,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4972,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4971,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4970,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4936,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4975,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4953,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4962,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4961,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
4960,484,Brighton & Hove Albion,Norwich City,-:-,2021/2022,31
5013,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5022,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5010,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5021,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5012,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5005,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5011,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5024,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5033,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5023,485,Arsenal FC,Brighton & Hove Albion,-:-,2021/2022,32
5025,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5034,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5014,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5006,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5028,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5027,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5026,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5015,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5016,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
5017,486,Aston Villa,Liverpool FC,-:-,2021/2022,33
4985,487,Leicester City,Aston Villa,-:-,2021/2022,34
4988,487,Leicester City,Aston Villa,-:-,2021/2022,34
4980,487,Leicester City,Aston Villa,-:-,2021/2022,34
4981,487,Leicester City,Aston Villa,-:-,2021/2022,34
4989,487,Leicester City,Aston Villa,-:-,2021/2022,34
4982,487,Leicester City,Aston Villa,-:-,2021/2022,34
4983,487,Leicester City,Aston Villa,-:-,2021/2022,34
4984,487,Leicester City,Aston Villa,-:-,2021/2022,34
4986,487,Leicester City,Aston Villa,-:-,2021/2022,34
4987,487,Leicester City,Aston Villa,-:-,2021/2022,34
4990,488,Aston Villa,Norwich City,-:-,2021/2022,35
4991,488,Aston Villa,Norwich City,-:-,2021/2022,35
4999,488,Aston Villa,Norwich City,-:-,2021/2022,35
4998,488,Aston Villa,Norwich City,-:-,2021/2022,35
4997,488,Aston Villa,Norwich City,-:-,2021/2022,35
4995,488,Aston Villa,Norwich City,-:-,2021/2022,35
4993,488,Aston Villa,Norwich City,-:-,2021/2022,35
4992,488,Aston Villa,Norwich City,-:-,2021/2022,35
5000,488,Aston Villa,Norwich City,-:-,2021/2022,35
4994,488,Aston Villa,Norwich City,-:-,2021/2022,35
5018,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5019,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5004,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5008,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5007,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5003,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5002,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5001,489,Burnley FC,Aston Villa,-:-,2021/2022,36
4996,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5009,489,Burnley FC,Aston Villa,-:-,2021/2022,36
5047,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5046,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5045,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5044,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5043,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5042,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5041,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5039,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5049,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5048,490,Aston Villa,Crystal Palace,-:-,2021/2022,37
5029,491,Brentford FC,Leeds United,-:-,2021/2022,38
5020,491,Arsenal FC,Everton FC,-:-,2021/2022,38
4680,491,Arsenal FC,Everton FC,-:-,2021/2022,38
4681,491,Brentford FC,Leeds United,-:-,2021/2022,38
4682,491,Brighton & Hove Albion,West Ham United,-:-,2021/2022,38
4683,491,Burnley FC,Newcastle United,-:-,2021/2022,38
4684,491,Chelsea FC,Watford FC,-:-,2021/2022,38
5040,491,Norwich City,Tottenham Hotspur,-:-,2021/2022,38
4687,491,Liverpool FC,Wolverhampton Wanderers,-:-,2021/2022,38
4685,491,Crystal Palace,Manchester United,-:-,2021/2022,38
5037,491,Liverpool FC,Wolverhampton Wanderers,-:-,2021/2022,38
5036,491,Leicester City,Southampton FC,-:-,2021/2022,38
5035,491,Crystal Palace,Manchester United,-:-,2021/2022,38
4689,491,Norwich City,Tottenham Hotspur,-:-,2021/2022,38
4688,491,Manchester City,Aston Villa,-:-,2021/2022,38
5032,491,Chelsea FC,Watford FC,-:-,2021/2022,38
4686,491,Leicester City,Southampton FC,-:-,2021/2022,38
5030,491,Brighton & Hove Albion,West Ham United,-:-,2021/2022,38
5038,491,Manchester City,Aston Villa,-:-,2021/2022,38
5031,491,Burnley FC,Newcastle United,-:-,2021/2022,38
