2001522	2001522	
1000027	1000027	
1001359	1001359	
2001396	1001436	0.6663063168525696
1000776	2000678	0.3989203870296478
1002548	2001994	0.2920495569705963
2001521	2001521	
1000026	1000026	
1001509	1001385	0.5861542820930481
1000029	1000029	
2000218	1000125	0.4327649772167206
2000223	1000025	0.9340354800224304
2001668	1002217	0.7975838780403137
1001357	1001357	
1002689	1002689	
1002551	2001889	0.581457793712616
2001520	2001520	
1001358	1001358	
2001817	1002287	0.4565880298614502
2001672	1002136	0.4163941144943237
2000058	1000245	0.8722826242446899
1002688	1002688	
1000028	1000028	
2001292	1000443	0.4904179871082306
1002586	1001660	0.4490814805030823
1002547	2001987	0.5087833404541016
1000024	1000024	
1002687	1002687	
2001669	1002225	0.8219389319419861
1000919	1000919	
2000059	2000059	
1001314	2001695	0.4516433775424957
2000058	2000058	
1001046	2000873	0.8831115961074829
1001356	1001356	
1000023	1000023	
1000918	1000918	
2001389	2001389	
1002543	2001979	0.477895438671112
2001677	1002108	0.5311433672904968
2000057	2000057	
2000227	1000020	1.0
1001354	1001354	
1000025	1000025	
2001388	2001388	
1002686	1002686	
1001056	2000736	0.9462343454360962
1001368	2001070	0.8797771334648132
1002685	1002685	
1001355	1001355	
2001387	2001387	
1001352	1001352	
1001503	2001240	0.7337554693222046
2001802	1002395	0.7889763712882996
1002684	1002684	
1001150	1001923	0.7249835133552551
1000020	1000020	
2000056	2000056	
1001181	2001486	0.7192782163619995
1000915	1000915	
1001353	1001353	
1002683	1002683	
2001386	2001386	
2000055	2000055	
1002682	1002682	
2000949	2000949	
2000054	2000054	
2000053	1000211	0.4739578366279602
2001803	1002394	0.8131132125854492
1000022	1000022	
2001385	2001385	
1000917	1000917	
1000003	2000195	0.785812497138977
2000055	2000048	0.3333876132965088
1000904	2000978	0.3616083860397339
2001660	1002239	0.7160820364952087
2000895	2001994	0.5371758341789246
1001458	1002331	0.5286480188369751
2001806	1002373	0.7533899545669556
1002728	1001754	0.4549233317375183
2000053	2000053	
1001351	1001351	
2000948	2000948	
1001506	2001214	0.7830919027328491
1000021	1000021	
2001384	2001384	
1001500	2001283	0.2711050510406494
1000916	1000916	
2000052	2000052	
1000912	1000912	
2001813	1002257	0.5081869959831238
2001383	2001383	
1002681	1002681	
1001502	2001206	0.761400043964386
2000213	1000131	0.7429694533348083
2001662	1002235	0.5336764454841614
1001350	1001350	
2000947	2000947	
2000204	1000287	0.5794873237609863
1002680	1002680	
1000911	1000911	
1000920	1000802	0.3724596798419952
1000910	2000812	0.5548169612884521
1000910	2000811	0.4150839745998382
2001382	2001382	
1000914	1000914	
1002677	1002746	0.3535488545894623
2001812	1002295	0.255885511636734
2000051	2000051	
2000946	2000946	
2001665	1002202	0.494025319814682
2002100	2002100	
2001381	2001381	
1000913	1000913	
2000050	2000050	
1000787	2000569	0.4849802255630493
1001501	2001232	0.911833643913269
2000945	2000945	
1000014	2000078	0.3805241286754608
2001368	1001837	0.6558438539505005
2000950	2000950	
2001538	2001460	0.4618526697158813
2001258	1000937	0.8815613389015198
1000015	2000069	0.376007080078125
2000036	1000514	0.4910067021846771
2000077	1000071	0.4643716216087341
1001361	2001137	0.7454739809036255
2001636	1002661	0.480464369058609
2000026	1000688	0.6274007558822632
2001255	1000983	0.4838379621505737
2001366	1001863	0.6912426352500916
2001372	1001754	0.5121853947639465
1000779	1000779	
1001358	2001234	0.3344765901565552
1000910	1000910	
1000919	2000822	0.9288287162780762
2001481	1002694	0.3045663833618164
2001374	1001758	0.5781832933425903
1001360	2001167	0.6648715734481812
2000202	1000327	0.7174286842346191
2001376	1001725	0.5744767785072327
1001507	2001287	0.6116549372673035
2000985	1000763	0.379800021648407
2000034	1000572	0.5534946322441101
1001364	2001110	0.5915403366088867
1000777	1000777	
1000916	2000804	0.7037990689277649
1000762	2000805	0.7578792572021484
2001811	1002327	0.6416595578193665
2002125	1002090	0.5803712606430054
2000037	1000550	0.4058259725570678
1000776	1000776	
1001509	2001208	0.3717001080513
2001528	1001778	0.6587044596672058
2001380	2001445	0.3285336792469024
1001504	2001296	0.4435992836952209
2001810	1002356	0.5723804831504822
2000037	2000331	0.2536073923110962
1000914	2000851	0.7426415681838989
1001373	1001090	0.4060247540473938
1001362	2001107	0.9162716865539552
1000778	1000778	
1000015	2000039	0.5589130520820618
2000985	2000550	0.7766443490982056
2001362	1001822	0.6258021593093872
2001529	2001529	
1000780	2000637	0.7181066274642944
1001372	2001044	0.9694744348526
2001671	1002197	0.6046717762947083
1000778	2000700	0.6374933123588562
1000773	1000773	
1000923	2000795	1.0
1002819	1002819	
2001528	2001528	
2000070	1000088	0.3564460277557373
2001682	1002032	0.4858782589435577
1000767	2000864	0.6657768487930298
1001373	2001025	0.264754444360733
1000769	2000862	0.6443954706192017
2001673	1002194	0.7174524664878845
2002011	1001131	0.7758153080940247
2001527	2001527	
1002597	2001421	0.4979019165039062
1000775	1000775	
2001360	1001864	0.492154061794281
1002551	2001921	0.4406110644340515
1001321	1001667	0.3819686770439148
1002552	2001914	0.7060452699661255
1002553	2001907	0.7924790978431702
1001045	2000988	0.5334857106208801
2001679	1002135	0.5141175389289856
1000774	1000774	
2000078	1000014	0.973901629447937
1002818	1002818	
2001526	2001526	
1000770	1000770	
1002700	2001969	0.4013355374336242
